Species,Drug,Estimate,Pvalue,Cohort
Streptococcus_downei,Atorvastatin,2.0721698997968964e-07,0.690193734185378,MetaCardis
Streptococcus_pasteurianus,Verapamil,-5.5734707413276644e-05,0.690736622898017,MetaCardis
Streptococcus_sp_HMSC070B10,Bisoprolol,-5.277767878332002e-08,0.6910298336106088,MetaCardis
Streptococcus_sp_M334,Bisoprolol,-3.510551484682377e-08,0.6910298336106091,MetaCardis
Streptococcus_gordonii,Warfarin,-1.6926806827217382e-05,0.6912328832883783,MetaCardis
Streptococcus_thermophilus,Lansoprazole,-0.00015693728867718709,0.6914034620764136,MetaCardis
Streptococcus_australis,Pravastatin,-5.786768795446259e-06,0.6919613505308349,MetaCardis
Streptococcus_mitis,Torasemide,9.199337372186073e-06,0.6922766144979362,MetaCardis
Streptococcus_parasanguinis,Fenofibrate,0.00021276646372824946,0.6932666042709874,MetaCardis
Rothia_mucilaginosa,Irbesartan,5.099620337739594e-06,0.6938714181466447,MetaCardis
Streptococcus_sp_HPH0090,Gliclazide,2.433706095042088e-07,0.6939474816214932,MetaCardis
Streptococcus_infantarius,Rosuvastatin,2.59093677108081e-07,0.6954773011810238,MetaCardis
Veillonella_atypica,Vildagliptin,-0.0002214665884364351,0.6958013569166389,MetaCardis
Streptococcus_equinus,Nifedipine,2.7619209132177675e-05,0.6971230950882642,MetaCardis
Streptococcus_sp_HMSC070B10,Repaglinide,-1.8823450331618804e-07,0.6974223043324999,MetaCardis
Streptococcus_sp_M334,Repaglinide,-1.2520575559945554e-07,0.6974223043325001,MetaCardis
Veillonella_atypica,Omeprazole,0.0001463207967602901,0.6975672466488325,MetaCardis
Veillonella_rogosae,Metoprolol,-2.0770320436405852e-06,0.6976125935733277,MetaCardis
Streptococcus_sp_oral_taxon_056,Fenofibrate,-8.414324721285434e-09,0.698104685148091,MetaCardis
Veillonella_criceti,Liraglutide,-0.00012211601649577132,0.7004755137565265,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Clopidogrel,-7.817656366248979e-08,0.7005509104713332,MetaCardis
Veillonella_rogosae,Apixaban,1.1531081118819946e-05,0.7010890032534403,MetaCardis
Streptococcus_thermophilus,Esomeprazole,7.689047823675199e-05,0.7020582267758744,MetaCardis
Veillonella_rodentium,Rosuvastatin,-3.288050780794084e-07,0.7030059252634566,MetaCardis
Streptococcus_downei,Enalapril,-2.950371389858853e-07,0.7030706446149724,MetaCardis
Streptococcus_infantis,Prasugrel,-3.808969771686503e-06,0.7035555451578999,MetaCardis
Streptococcus_oralis,Fenofibrate,-1.5820582605220572e-05,0.7037466124649849,MetaCardis
Streptococcus_anginosus_group,Sitagliptin,-1.205336159968793e-05,0.7044672415985428,MetaCardis
Streptococcus_anginosus_group,Fluvastatin,-4.108879838704514e-05,0.7045070052388991,MetaCardis
Veillonella_criceti,Prasugrel,0.0001347070459522609,0.7050685537496721,MetaCardis
Veillonella_sp_T11011_6,Torasemide,-1.0850130053350379e-05,0.7063959169029417,MetaCardis
Streptococcus_anginosus_group,Lansoprazole,2.6532558200967616e-05,0.7065739834391287,MetaCardis
Streptococcus_sobrinus,Allopurinol,-2.1320267909863043e-06,0.7067037808283733,MetaCardis
Streptococcus_massiliensis,Metformin,-1.539188330289659e-07,0.7073405378268998,MetaCardis
Streptococcus_salivarius,Indapamide,0.00027095758435831196,0.7077286811823562,MetaCardis
Rothia_dentocariosa,Irbesartan,-1.8401515290544632e-07,0.7083469882209139,MetaCardis
Streptococcus_cristatus,Allopurinol,-5.068757902470597e-07,0.7085317192492908,MetaCardis
Streptococcus_salivarius,Pravastatin,0.0002625354538072541,0.7091564755093429,MetaCardis
Streptococcus_mitis,Enalapril,-6.038817167155209e-06,0.7097732109391566,MetaCardis
Streptococcus_parasanguinis,Vildagliptin,-0.00019989231372072872,0.7099265604495653,MetaCardis
Veillonella_sp_CAG_933,Allopurinol,-7.530109782986132e-05,0.7105165458157278,MetaCardis
Streptococcus_agalactiae,Metformin,-5.55708341702106e-07,0.7115654484054618,MetaCardis
Veillonella_infantium,Allopurinol,1.76015867773368e-05,0.7121491697671256,MetaCardis
Streptococcus_australis,Furosemide,-3.447691625663964e-06,0.714252961405417,MetaCardis
Rothia_mucilaginosa,Warfarin,-9.403285295239777e-06,0.7152301762580315,MetaCardis
Streptococcus_gallolyticus,Repaglinide,-4.306310717527324e-06,0.7161806778326844,MetaCardis
Streptococcus_sanguinis,Carvedilol,-2.8423651391973823e-06,0.7170156752278247,MetaCardis
Streptococcus_milleri,Bisoprolol,-6.833015665824206e-08,0.7177610840480877,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Esomeprazole,7.513031360194665e-08,0.7179943500349004,MetaCardis
Streptococcus_sp_HMSC070B10,Prasugrel,-8.799061364551416e-08,0.7187676645594874,MetaCardis
Streptococcus_sp_M334,Prasugrel,-5.8527693239323976e-08,0.7187676645594879,MetaCardis
Streptococcus_pasteurianus,Furosemide,-3.533451205505766e-05,0.7194151576115062,MetaCardis
Rothia_mucilaginosa,Fluvastatin,-1.243513870339102e-05,0.7198831474185955,MetaCardis
Streptococcus_downei,Prasugrel,-3.7230419506759735e-07,0.7200587505250438,MetaCardis
Veillonella_dispar,Warfarin,-0.0001069459197975349,0.7210208319281658,MetaCardis
Veillonella_denticariosi,Gliclazide,-2.779960205335087e-06,0.7215505878221653,MetaCardis
Streptococcus_sp_HMSC070B10,Clopidogrel,-6.360953536069819e-08,0.7215682163296802,MetaCardis
Streptococcus_sp_M334,Clopidogrel,-4.2310414923179395e-08,0.7215682163296804,MetaCardis
Streptococcus_mutans,Repaglinide,-1.6091373195040103e-05,0.7232538876749794,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Allopurinol,-7.820458734567034e-08,0.723376378346118,MetaCardis
Streptococcus_sp_HPH0090,Vildagliptin,-3.3216360784352717e-07,0.7236968888193128,MetaCardis
Streptococcus_mitis,Fluvastatin,-1.7382351959198677e-05,0.7240313750544385,MetaCardis
Rothia_dentocariosa,Allopurinol,1.6318735523805714e-07,0.7241719283633377,MetaCardis
Streptococcus_viridans,Verapamil,-1.9388856200677036e-07,0.7243338921092304,MetaCardis
Veillonella_criceti,Rivaroxaban,-0.0002439847174986627,0.7252720494308658,MetaCardis
Streptococcus_pasteurianus,Atenolol,-5.194636085514243e-05,0.7254888338608112,MetaCardis
Streptococcus_milleri,Fenofibrate,-1.6158148066279229e-07,0.7260503111513287,MetaCardis
Streptococcus_gallolyticus,Lansoprazole,-3.0788341688697274e-06,0.7261597482837978,MetaCardis
Streptococcus_australis,Nifedipine,1.5062137663115942e-05,0.7273229059486135,MetaCardis
Veillonella_parvula,Apixaban,-0.0009075997458356298,0.7273994912604805,MetaCardis
Veillonella_seminalis,Fluvastatin,-0.0001867421828946663,0.7283851318710508,MetaCardis
Veillonella_sp_T11011_6,Warfarin,-1.5711491077381314e-05,0.7289682219269117,MetaCardis
Veillonella_seminalis,Rabeprazole,-0.00023685745029938034,0.7304975462482495,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Amiodarone,-1.7068428516056237e-07,0.7306101157925764,MetaCardis
Streptococcus_infantarius,Atenolol,-4.341179891366727e-07,0.7307361412451299,MetaCardis
Rothia_mucilaginosa,Alogliptin,-3.375614733848189e-05,0.7318009687296996,MetaCardis
Streptococcus_vestibularis,Carvedilol,-2.262338754902222e-05,0.7322952394517408,MetaCardis
Streptococcus_downei,Atenolol,4.425140683399333e-07,0.7325827612975544,MetaCardis
Veillonella_rogosae,Repaglinide,-7.08406231664392e-06,0.7334091435842564,MetaCardis
Rothia_dentocariosa,Vildagliptin,-2.619342644171131e-07,0.7334558556342035,MetaCardis
Streptococcus_milleri,Liraglutide,-1.0552325603019524e-07,0.7337824667500916,MetaCardis
Rothia_dentocariosa,Repaglinide,-3.912369027526202e-07,0.7345802151523053,MetaCardis
Streptococcus_viridans,Indapamide,-2.0812487675484023e-07,0.7349695531380541,MetaCardis
Veillonella_seminalis,Furosemide,-6.654174928423958e-05,0.7357427396865008,MetaCardis
Streptococcus_downei,Apixaban,-1.0030301701629945e-06,0.7358199183640853,MetaCardis
Streptococcus_sp_HMSC070B10,Torasemide,8.797690230173453e-08,0.7358553960207188,MetaCardis
Streptococcus_sp_M334,Torasemide,5.8518573024230736e-08,0.7358553960207189,MetaCardis
Streptococcus_equinus,Allopurinol,4.997148754657236e-06,0.7359464270349355,MetaCardis
Streptococcus_sp_HMSC070B10,Verapamil,-9.719066614353825e-08,0.7361540377443445,MetaCardis
Streptococcus_sp_M334,Verapamil,-6.464718517239883e-08,0.7361540377443447,MetaCardis
Streptococcus_sobrinus,Carvedilol,-2.860105146531979e-06,0.7362944063634296,MetaCardis
Streptococcus_thermophilus,Azilsartan,-0.0005700900909162959,0.7368945836142966,MetaCardis
Streptococcus_australis,Liraglutide,-3.3979100184322225e-06,0.7373731934830439,MetaCardis
Streptococcus_anginosus_group,Indapamide,2.1182501400006138e-05,0.737781106218885,MetaCardis
Streptococcus_parasanguinis,Azilsartan,-0.0008588337005705781,0.738065602250727,MetaCardis
Streptococcus_macedonicus,Enalapril,-2.5331398179016996e-07,0.7389126822486441,MetaCardis
Streptococcus_sp_HMSC070B10,Indapamide,-1.0739847142084186e-07,0.7391695007861593,MetaCardis
Streptococcus_sp_M334,Indapamide,-7.1436992302551e-08,0.7391695007861596,MetaCardis
Streptococcus_sp_HMSC070B10,Glibenclamide,-1.5849644778932893e-07,0.7393302456631671,MetaCardis
Streptococcus_sp_M334,Glibenclamide,-1.0542523902729133e-07,0.7393302456631673,MetaCardis
Streptococcus_gallolyticus,Dapagliflozin,-4.032040690750362e-06,0.7393819172998285,MetaCardis
Rothia_dentocariosa,Pravastatin,-2.490017185589407e-07,0.7394778464732237,MetaCardis
Streptococcus_sp_HPH0090,Atorvastatin,1.1833470699548886e-07,0.7395967965707801,MetaCardis
Streptococcus_macedonicus,Liraglutide,-3.0227379342775917e-07,0.7397229205486271,MetaCardis
Streptococcus_sp_F0442,Sitagliptin,-4.5665499610143285e-07,0.7397416092652811,MetaCardis
Veillonella_rodentium,Verapamil,-5.159403100868877e-07,0.7402516715490889,MetaCardis
Streptococcus_sanguinis,Enalapril,1.6261150252465499e-06,0.7404688702681149,MetaCardis
Streptococcus_pasteurianus,Indapamide,-5.179100794402889e-05,0.7409480724650576,MetaCardis
Veillonella_tobetsuensis,Warfarin,-2.562944356913914e-06,0.7423376468823106,MetaCardis
Streptococcus_lutetiensis,Allopurinol,-2.7654829276102598e-05,0.7423730808224924,MetaCardis
Streptococcus_mutans,Indapamide,9.91559636761146e-06,0.7432834647763107,MetaCardis
Streptococcus_thermophilus,Carvedilol,-0.00010458609309439378,0.7437808442770879,MetaCardis
Veillonella_criceti,Fluvastatin,-0.0002627537270002481,0.7439800064970505,MetaCardis
Streptococcus_sp_HPH0090,Verapamil,-2.7263102354580403e-07,0.7454573160107836,MetaCardis
Streptococcus_lutetiensis,Vildagliptin,-4.536423889753164e-05,0.7458092544506179,MetaCardis
Streptococcus_macedonicus,Allopurinol,-2.6165823041879004e-07,0.7466548780092244,MetaCardis
Streptococcus_milleri,Dapagliflozin,-2.277390111569856e-07,0.7467663203859694,MetaCardis
Veillonella_criceti,Amiodarone,0.0002038877758751651,0.7477735746710479,MetaCardis
Streptococcus_salivarius,Azilsartan,-0.0011111151006847797,0.7477814943079741,MetaCardis
Veillonella_rogosae,Diltiazem,-7.695568890239341e-06,0.7478150445788412,MetaCardis
Streptococcus_sp_A12,Liraglutide,9.26057733204604e-07,0.7482894922175698,MetaCardis
Veillonella_denticariosi,Repaglinide,-5.704076175980454e-06,0.748326945573659,MetaCardis
Veillonella_parvula,Clopidogrel,0.00021265233886090204,0.7490027113207864,MetaCardis
Streptococcus_sp_oral_taxon_056,Omeprazole,4.594998460177193e-09,0.7490862267272881,MetaCardis
Streptococcus_salivarius,Metoprolol,-8.907305058335652e-05,0.7493506656087011,MetaCardis
Streptococcus_equinus,Omeprazole,5.234857797917857e-06,0.7493533584750904,MetaCardis
Rothia_dentocariosa,Glibenclamide,-3.61869476878505e-07,0.749934761816019,MetaCardis
Streptococcus_downei,Esomeprazole,-2.474084718972324e-07,0.7500594766081236,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Aspirin,-3.8480774325522557e-08,0.7518969135435561,MetaCardis
Veillonella_rogosae,Lansoprazole,-4.866464615185856e-06,0.7525657674117825,MetaCardis
Streptococcus_sobrinus,Verapamil,-2.6523545992588198e-06,0.7528618926569546,MetaCardis
Streptococcus_mutans,Verapamil,8.512740138214578e-06,0.7531911122224417,MetaCardis
Veillonella_dispar,Nifedipine,0.00021229598305816147,0.754096616202953,MetaCardis
Streptococcus_salivarius_CAG_79,Esomeprazole,-9.426724655903767e-08,0.7543547246210056,MetaCardis
Veillonella_tobetsuensis,Repaglinide,-2.8759259675887253e-06,0.7544032946873558,MetaCardis
Streptococcus_lutetiensis,Fenofibrate,-4.390365716753498e-05,0.7546169268334696,MetaCardis
Streptococcus_salivarius_CAG_79,Fenofibrate,-1.6691937579586273e-07,0.754695222214628,MetaCardis
Streptococcus_gordonii,Enalapril,-5.884673286691532e-06,0.7554988588596872,MetaCardis
Streptococcus_cristatus,Torasemide,-5.673570741730065e-07,0.755580459859911,MetaCardis
Streptococcus_anginosus_group,Metformin,5.872832052091309e-06,0.7564706080301677,MetaCardis
Streptococcus_lutetiensis,Metformin,1.2972728680800985e-05,0.7566656427800676,MetaCardis
Veillonella_denticariosi,Aspirin,-1.2132281993566716e-06,0.757234385171955,MetaCardis
Streptococcus_mitis,Warfarin,-1.1288638353782448e-05,0.7577049357753249,MetaCardis
Streptococcus_vestibularis,Diltiazem,-3.9015251613769186e-05,0.758134499335377,MetaCardis
Veillonella_rodentium,Irbesartan,-3.4224905979834143e-07,0.7585718821984418,MetaCardis
Streptococcus_pasteurianus,Fenofibrate,-4.824912342240154e-05,0.7590746577743024,MetaCardis
Streptococcus_salivarius_CAG_79,Diltiazem,-2.817291303808774e-07,0.7591324432545481,MetaCardis
Streptococcus_sp_HPH0090,Aspirin,-9.503413041347588e-08,0.7600687456820945,MetaCardis
Streptococcus_downei,Repaglinide,-6.24959918114554e-07,0.7614137555870725,MetaCardis
Rothia_dentocariosa,Aspirin,7.722880707686261e-08,0.761776529880283,MetaCardis
Streptococcus_equinus,Warfarin,-9.491014827001873e-06,0.76214203005348,MetaCardis
Streptococcus_viridans,Metformin,5.559982784324446e-08,0.7625399030253386,MetaCardis
Streptococcus_viridans,Fenofibrate,-1.8530869051944875e-07,0.7640657410579563,MetaCardis
Streptococcus_sobrinus,Pravastatin,-2.7496945048169536e-06,0.7643939152809374,MetaCardis
Streptococcus_oralis,Vildagliptin,-1.2405776072286242e-05,0.7647015151706524,MetaCardis
Veillonella_infantium,Nifedipine,6.820271240521709e-05,0.7652830340183655,MetaCardis
Veillonella_atypica,Sitagliptin,-8.487013569690038e-05,0.7653488042676045,MetaCardis
Streptococcus_pasteurianus,Vildagliptin,4.668757953468356e-05,0.7657895728488269,MetaCardis
Streptococcus_parasanguinis,Pravastatin,-0.0001554641314642678,0.7663345640994628,MetaCardis
Streptococcus_thermophilus,Allopurinol,6.333957458298887e-05,0.7666863238420218,MetaCardis
Streptococcus_gordonii,Prasugrel,7.502800565990291e-06,0.767377087232718,MetaCardis
Streptococcus_thermophilus,Amiodarone,-0.0001410843355632183,0.7683215433949409,MetaCardis
Veillonella_seminalis,Lansoprazole,-0.00010290838816319806,0.7686118610115754,MetaCardis
Streptococcus_salivarius,Torasemide,0.00017176574614468347,0.7687893456224041,MetaCardis
Streptococcus_vestibularis,Vildagliptin,2.1536456458591897e-05,0.7691771951627575,MetaCardis
Streptococcus_infantarius,Indapamide,-3.917957709606063e-07,0.769285499619936,MetaCardis
Streptococcus_downei,Irbesartan,-2.5634224749296013e-07,0.7701725998694646,MetaCardis
Streptococcus_lutetiensis,Glibenclamide,-6.019399874142287e-05,0.7707339741196444,MetaCardis
Streptococcus_gallolyticus,Verapamil,-2.0500300051222033e-06,0.7714301603073649,MetaCardis
Rothia_dentocariosa,Rabeprazole,-4.886645517838865e-07,0.7716112132101809,MetaCardis
Veillonella_parvula,Allopurinol,0.00020781720654492483,0.7735952815889693,MetaCardis
Streptococcus_salivarius,Gliclazide,0.00013687037422407337,0.7736690927385366,MetaCardis
Streptococcus_gallolyticus,Warfarin,-2.8881295351680806e-06,0.7736996640871037,MetaCardis
Veillonella_denticariosi,Verapamil,-3.0402356584793204e-06,0.7740880244446691,MetaCardis
Streptococcus_sp_F0442,Furosemide,4.930923745482517e-07,0.7741522008389267,MetaCardis
Streptococcus_infantis,Allopurinol,2.278668640115292e-06,0.7743361529153008,MetaCardis
Streptococcus_thermophilus,Prasugrel,-7.70019600118781e-05,0.7745662941872784,MetaCardis
Streptococcus_sanguinis,Verapamil,-2.227572637964398e-06,0.7745808866331823,MetaCardis
Streptococcus_sp_HPH0090,Indapamide,-2.682177248416719e-07,0.7751874819020855,MetaCardis
Veillonella_seminalis,Enalapril,-5.043313885284747e-05,0.7759839571068823,MetaCardis
Streptococcus_anginosus_group,Metoprolol,6.9450340757803414e-06,0.7759840790621616,MetaCardis
Streptococcus_salivarius,Sitagliptin,-0.00010320594537657695,0.7761658729398265,MetaCardis
Veillonella_rodentium,Bisoprolol,2.036114898965215e-07,0.7762611022135788,MetaCardis
Veillonella_parvula,Dapagliflozin,-0.0005242231556790372,0.7762664151176749,MetaCardis
Veillonella_dispar,Amiodarone,-8.99494851204158e-05,0.7769617333969797,MetaCardis
Streptococcus_infantarius,Metoprolol,-1.4511265668673258e-07,0.7782342154202148,MetaCardis
Streptococcus_sp_oral_taxon_056,Allopurinol,3.6388931405769402e-09,0.7794227877674013,MetaCardis
Streptococcus_salivarius_CAG_79,Torasemide,-1.2043858335880684e-07,0.7794578893437383,MetaCardis
Streptococcus_downei,Verapamil,-3.4079068519115804e-07,0.7810915885804937,MetaCardis
Veillonella_sp_T11011_6,Fluvastatin,-1.6931824895546202e-05,0.7813565787562111,MetaCardis
Veillonella_sp_CAG_933,Lansoprazole,-0.0001042441256413533,0.7814403130283298,MetaCardis
Veillonella_rodentium,Allopurinol,-2.8830952480785533e-07,0.7829897702589579,MetaCardis
Streptococcus_sanguinis,Clopidogrel,1.3242340974676461e-06,0.7832258578967382,MetaCardis
Veillonella_parvula,Furosemide,0.00020640644777000094,0.7843040905815725,MetaCardis
Streptococcus_gordonii,Dapagliflozin,1.4058302948986367e-05,0.7845615061139892,MetaCardis
Streptococcus_sp_oral_taxon_056,Glibenclamide,-8.708851720501039e-09,0.7848484024606113,MetaCardis
Streptococcus_australis,Indapamide,4.080953372570879e-06,0.7855324916482525,MetaCardis
Veillonella_sp_T11011_6,Nifedipine,2.7893377885131703e-05,0.7857489979234217,MetaCardis
Streptococcus_salivarius_CAG_79,Omeprazole,-9.589853440340351e-08,0.7863448411106467,MetaCardis
Streptococcus_sp_oral_taxon_056,Olmesartan,-5.087212324498105e-09,0.7864784467760837,MetaCardis
Streptococcus_sobrinus,Furosemide,-1.6012842610400212e-06,0.7865913975251126,MetaCardis
Streptococcus_vestibularis,Rivaroxaban,2.9271173907574137e-05,0.7871362663000218,MetaCardis
Streptococcus_mitis,Atenolol,7.325726764923326e-06,0.7872924651216032,MetaCardis
Rothia_mucilaginosa,Azilsartan,-2.6055675334604062e-05,0.7878252664392533,MetaCardis
Streptococcus_sp_F0442,Rivaroxaban,-1.0842897378055422e-06,0.7886241067370416,MetaCardis
Veillonella_sp_T11011_6,Rabeprazole,2.0888946171123358e-05,0.7888664566946286,MetaCardis
Rothia_dentocariosa,Lansoprazole,-2.2917001059946239e-07,0.7890161799261945,MetaCardis
Veillonella_denticariosi,Irbesartan,-2.023131316624927e-06,0.7895045435706252,MetaCardis
Streptococcus_viridans,Alogliptin,-7.979957626335468e-07,0.7895758495844999,MetaCardis
Veillonella_criceti,Atenolol,0.00011830592708802248,0.7897428415224664,MetaCardis
Streptococcus_sp_F0442,Nifedipine,2.0974492815684734e-06,0.7901896251837264,MetaCardis
Veillonella_parvula,Rivaroxaban,-0.0004722128147500638,0.7901905483234667,MetaCardis
Veillonella_parvula,Liraglutide,0.00021567300544808214,0.7904173275020958,MetaCardis
Streptococcus_salivarius_CAG_79,Rosuvastatin,-6.999922402763314e-08,0.7905884056099901,MetaCardis
Streptococcus_salivarius_CAG_79,Enalapril,-7.970913850354543e-08,0.790638367632076,MetaCardis
Streptococcus_sobrinus,Glibenclamide,-3.692189627516349e-06,0.7906892261007722,MetaCardis
Streptococcus_downei,Vildagliptin,-3.638521050864716e-07,0.790858451991927,MetaCardis
Streptococcus_sanguinis,Fenofibrate,-2.3104603704873105e-06,0.7913890732874569,MetaCardis
Streptococcus_sp_HMSC070B10,Fluvastatin,1.4609010799747275e-07,0.7914039330533233,MetaCardis
Streptococcus_sp_M334,Fluvastatin,9.717305826076254e-08,0.7914039330533238,MetaCardis
Streptococcus_infantarius,Torasemide,-2.8545040760713495e-07,0.7915374932702579,MetaCardis
Streptococcus_sp_HPH0090,Glibenclamide,-3.66347641812316e-07,0.7916601023817065,MetaCardis
Streptococcus_infantis,Rabeprazole,-7.626018860744592e-06,0.7921133616432461,MetaCardis
Streptococcus_infantarius,Vildagliptin,-3.5124797824043803e-07,0.7926773570533202,MetaCardis
Streptococcus_equinus,Esomeprazole,3.657299178808112e-06,0.7932225092436511,MetaCardis
Streptococcus_equinus,Alogliptin,3.1401032644884815e-05,0.7932865813433417,MetaCardis
Veillonella_criceti,Omeprazole,8.153047846392357e-05,0.79414850873212,MetaCardis
Streptococcus_lutetiensis,Nifedipine,-0.00010506769074760584,0.7942551888466762,MetaCardis
Streptococcus_lutetiensis,Prasugrel,-2.7631929527232444e-05,0.7942593506096589,MetaCardis
Veillonella_rodentium,Enalapril,2.5599801478910464e-07,0.7943846097265735,MetaCardis
Veillonella_criceti,Fenofibrate,-0.00012295221126608214,0.7944058978448408,MetaCardis
Streptococcus_infantarius,Allopurinol,-2.0913433951248832e-07,0.7946289341221024,MetaCardis
Streptococcus_sp_HPH0090,Carvedilol,2.200174533566588e-07,0.79497711822337,MetaCardis
Streptococcus_cristatus,Rivaroxaban,-8.651304245164567e-07,0.795090407247156,MetaCardis
Streptococcus_milleri,Repaglinide,-1.7817635846551874e-07,0.7960114451173073,MetaCardis
Streptococcus_sp_HMSC070B10,Pravastatin,8.083405585394257e-08,0.7969348089394162,MetaCardis
Streptococcus_sp_M334,Pravastatin,5.3767448916423406e-08,0.7969348089394163,MetaCardis
Rothia_dentocariosa,Verapamil,-1.766812909599274e-07,0.7971877651718918,MetaCardis
Veillonella_seminalis,Atenolol,-7.579006903727884e-05,0.7982784356521755,MetaCardis
Streptococcus_sobrinus,Dapagliflozin,3.688329714576328e-06,0.7987736593347654,MetaCardis
Streptococcus_oralis,Bisoprolol,4.315752185452724e-06,0.8002256986934244,MetaCardis
Veillonella_criceti,Pravastatin,-0.00011543308199168161,0.8008301597948632,MetaCardis
Streptococcus_australis,Clopidogrel,-2.0921182446238698e-06,0.8009664236629838,MetaCardis
Veillonella_tobetsuensis,Metoprolol,-5.917826898557311e-07,0.8022252392890502,MetaCardis
Streptococcus_pasteurianus,Olmesartan,-3.40891906387897e-05,0.8023549696950452,MetaCardis
Streptococcus_sp_HPH0090,Fenofibrate,-2.338672597596976e-07,0.8041539557564868,MetaCardis
Veillonella_rodentium,Clopidogrel,2.3811408700895108e-07,0.8047181302852037,MetaCardis
Streptococcus_infantis,Warfarin,4.14663011535427e-06,0.8052543467792626,MetaCardis
Veillonella_parvula,Atenolol,0.00027936860516769775,0.8054421143943044,MetaCardis
Streptococcus_sp_HMSC070B10,Esomeprazole,-4.485242253924127e-08,0.8060416866825437,MetaCardis
Streptococcus_sp_M334,Esomeprazole,-2.983396431343202e-08,0.806041686682544,MetaCardis
Veillonella_infantium,Dapagliflozin,-2.9880794272223213e-05,0.8062206593531765,MetaCardis
Veillonella_atypica,Rabeprazole,0.00030352029859051423,0.8065829260359787,MetaCardis
Streptococcus_viridans,Olmesartan,-1.3072243618508468e-07,0.8067850881549551,MetaCardis
Streptococcus_sp_HPH0090,Warfarin,2.907146316006734e-07,0.807844724137401,MetaCardis
Streptococcus_massiliensis,Metoprolol,-1.2837227361621019e-07,0.8080401577091765,MetaCardis
Streptococcus_sanguinis,Pravastatin,-2.0567376117386584e-06,0.8081679260011287,MetaCardis
Streptococcus_australis,Fluvastatin,-6.228824366580616e-06,0.8083556542928083,MetaCardis
Streptococcus_gallolyticus,Carvedilol,-1.7232385500604127e-06,0.8086191155910378,MetaCardis
Veillonella_atypica,Atenolol,-0.00012932113409093622,0.8088705884647281,MetaCardis
Streptococcus_sanguinis,Vildagliptin,2.1045289008074208e-06,0.8089053592419817,MetaCardis
Streptococcus_sp_oral_taxon_056,Repaglinide,-7.832622755867286e-09,0.8091034179999386,MetaCardis
Veillonella_sp_T11011_6,Amiodarone,-1.1605873195362708e-05,0.8092347425368406,MetaCardis
Streptococcus_milleri,Torasemide,-8.962998216519178e-08,0.8092347682000764,MetaCardis
Streptococcus_equinus,Dapagliflozin,9.124471175768874e-06,0.8094427871897415,MetaCardis
Streptococcus_salivarius_CAG_79,Furosemide,-8.051894554616701e-08,0.8094980060212912,MetaCardis
Veillonella_sp_CAG_933,Prasugrel,6.147867864945443e-05,0.8098573847962244,MetaCardis
Veillonella_rodentium,Omeprazole,-2.784871668202233e-07,0.8098606141156238,MetaCardis
Streptococcus_mutans,Glibenclamide,-1.0743907997532728e-05,0.8100909567502333,MetaCardis
Veillonella_rogosae,Fluvastatin,-5.691443891834785e-06,0.8104501710125211,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Warfarin,1.1213973209225987e-07,0.8104513746734893,MetaCardis
Veillonella_sp_T11011_6,Rivaroxaban,-1.2617710835415182e-05,0.810575615047703,MetaCardis
Streptococcus_sp_NLAE_zl_C503,Bisoprolol,-3.617078151414879e-08,0.810958900230788,MetaCardis
Streptococcus_cristatus,Atorvastatin,-2.0432530155730954e-07,0.8110282780388096,MetaCardis
Streptococcus_parasanguinis,Alogliptin,-0.00062401139771985,0.8112292507473139,MetaCardis
Veillonella_denticariosi,Allopurinol,-1.701254705876804e-06,0.8112644782598162,MetaCardis
Streptococcus_gallolyticus,Azilsartan,-8.98444983854664e-06,0.8117801057115019,MetaCardis
Streptococcus_equinus,Furosemide,-3.6819810222077603e-06,0.8118556474480418,MetaCardis
Rothia_dentocariosa,Furosemide,-1.1450245501798909e-07,0.8124981287100901,MetaCardis
Streptococcus_viridans,Glibenclamide,-2.1469645139791414e-07,0.8130610091104655,MetaCardis
Streptococcus_equinus,Pravastatin,5.673415903497052e-06,0.813081939254128,MetaCardis
Streptococcus_pasteurianus,Aspirin,-1.2271299057334037e-05,0.813120543422089,MetaCardis
Streptococcus_gallolyticus,Olmesartan,-1.6179347794219807e-06,0.8135662305087401,MetaCardis
Veillonella_atypica,Warfarin,-0.00016990957079185753,0.8135948561155038,MetaCardis
Streptococcus_downei,Bisoprolol,1.3298474793210092e-07,0.8137744907346649,MetaCardis
Streptococcus_viridans,Diltiazem,-2.4960770090264155e-07,0.8141591357787976,MetaCardis
Streptococcus_equinus,Carvedilol,-5.217357626106608e-06,0.814291988664228,MetaCardis
Veillonella_rogosae,Clopidogrel,-1.7979919018122433e-06,0.8146205514561398,MetaCardis
Streptococcus_pasteurianus,Metoprolol,-1.4141044961935839e-05,0.8149818108629527,MetaCardis
Streptococcus_anginosus_group,Fenofibrate,1.4842124294835008e-05,0.8152963431511703,MetaCardis
Streptococcus_sp_oral_taxon_056,Metformin,-1.5103229395662483e-09,0.8152999584872629,MetaCardis
