Taxon,CRC_Unadjusted,CRC_Adjusted,CVD_Unadjusted,CVD_Adjusted,NAFLD_FLD_Unadjusted,NAFLD_FLD_Adjusted,Parkinsons_Unadjusted,Parkinsons_Adjusted,Polyps_Unadjusted,Polyps_Adjusted,T2D_Unadjusted,T2D_Adjusted
Clostridium_sp_CAG_167,-0.111110000011111,-0.111110000011111,-0.24999750002499976,-0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,-0.1666650000166665,-0.1666650000166665
Monoglobus_pectinilyticus,-0.111110000011111,-0.111110000011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eggerthella_lenta,0.111110000011111,0.22222111111666662,0.49999750001249993,0.49999750001249993,0.333330000033333,0.333330000033333,0.0,0.0,-0.19999800001999982,0.0,0.0,0.0
Bacteroides_salyersiae,0.111110000011111,0.111110000011111,0.24999750002499976,0.24999750002499976,0.333330000033333,0.333330000033333,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_bolteae,0.111110000011111,0.22222111111666662,0.49999750001249993,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.3333316666749999
Clostridium_sp_CAG_253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333316666749999,0.0
Clostridium_symbiosum,0.4444433333361111,0.4444433333361111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.83333166667,0.6666650000041666
Bacteroides_nordii,0.05555527777916665,0.05555527777916665,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_clostridioforme,0.111110000011111,0.111110000011111,0.0,0.0,0.0,0.0,-0.333330000033333,-0.333330000033333,0.0,0.0,0.3333316666749999,0.1666650000166665
Allisonella_histaminiformans,0.0,0.0,0.24999750002499976,0.49999750001249993,0.0,0.0,0.0,0.0,0.19999800001999982,0.19999800001999982,0.1666650000166665,0.1666650000166665
Clostridium_asparagiforme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Clostridium_saccharolyticum,0.111110000011111,0.111110000011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Firmicutes_bacterium_CAG_145,0.111110000011111,0.111110000011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruminococcaceae_bacterium_D5,0.111110000011111,0.111110000011111,0.0,0.0,-0.333330000033333,-0.333330000033333,0.0,0.0,-0.19999800001999982,-0.19999800001999982,0.0,0.0
Eubacterium_sp_OM08_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Acidaminococcus_intestini,0.111110000011111,0.0,0.24999750002499976,0.24999750002499976,0.333330000033333,0.333330000033333,0.333330000033333,0.333330000033333,0.0,0.0,0.3333316666749999,0.3333316666749999
Actinomyces_odontolyticus,0.22222111111666662,0.22222111111666662,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Ruminococcaceae_bacterium_D16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christensenella_minuta,0.22222111111666662,0.22222111111666662,0.24999750002499976,0.24999750002499976,0.0,0.0,0.333330000033333,0.333330000033333,0.0,0.0,0.1666650000166665,0.1666650000166665
Haemophilus_sp_HMSC71H05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.333330000033333,0.0,0.0,-0.3333316666749999,-0.3333316666749999
Veillonella_parvula,0.111110000011111,0.111110000011111,0.24999750002499976,0.0,0.0,0.0,-0.333330000033333,-0.333330000033333,0.0,0.0,0.0,0.0
Lactococcus_lactis,0.111110000011111,0.22222111111666662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1666650000166665,-0.1666650000166665
Gemella_sanguinis,0.111110000011111,0.111110000011111,0.49999750001249993,0.49999750001249993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klebsiella_variicola,0.0,0.0,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraprevotella_xylaniphila,-0.111110000011111,-0.111110000011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Veillonella_atypica,-0.111110000011111,-0.111110000011111,0.7499975000083333,0.24999750002499976,0.333330000033333,0.333330000033333,0.0,0.0,0.0,0.0,-0.1666650000166665,-0.1666650000166665
Klebsiella_pneumoniae,0.0,-0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaerotruncus_colihominis,0.22222111111666662,0.22222111111666662,0.0,0.0,0.0,0.0,0.333330000033333,0.6666633333499998,0.0,0.0,0.3333316666749999,0.3333316666749999
Bifidobacterium_bifidum,-0.111110000011111,-0.111110000011111,0.49999750001249993,0.49999750001249993,0.333330000033333,0.333330000033333,0.6666633333499998,0.6666633333499998,0.19999800001999982,0.19999800001999982,0.1666650000166665,0.3333316666749999
Sellimonas_intestinalis,0.111110000011111,0.111110000011111,0.49999750001249993,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333316666749999
Firmicutes_bacterium_CAG_94,0.22222111111666662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999800001999982,0.19999800001999982,0.0,0.0
Veillonella_sp_T11011_6,-0.111110000011111,-0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Streptococcus_infantis,0.0,0.0,0.7499975000083333,0.7499975000083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus_australis,0.0,0.0,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blautia_hydrogenotrophica,0.0,0.0,0.24999750002499976,0.24999750002499976,0.333330000033333,0.333330000033333,0.0,0.0,0.0,0.0,0.3333316666749999,0.4999983333388889
Actinomyces_sp_ICM47,0.0,0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.19999800001999982,0.0,0.0
Coprobacillus_cateniformis,0.111110000011111,0.111110000011111,0.24999750002499976,0.0,0.333330000033333,0.333330000033333,0.333330000033333,0.333330000033333,0.19999800001999982,0.19999800001999982,0.1666650000166665,0.0
Veillonella_infantium,-0.111110000011111,-0.111110000011111,0.49999750001249993,0.49999750001249993,0.0,0.0,0.0,0.0,0.0,0.0,-0.1666650000166665,0.0
Ruminococcus_gnavus,0.0,0.0,0.49999750001249993,0.49999750001249993,0.0,0.0,0.333330000033333,0.333330000033333,0.0,0.0,0.3333316666749999,0.3333316666749999
Streptococcus_mutans,0.111110000011111,0.0,0.24999750002499976,0.24999750002499976,-0.333330000033333,-0.333330000033333,0.6666633333499998,0.6666633333499998,-0.19999800001999982,-0.19999800001999982,0.0,0.0
Bifidobacterium_catenulatum,-0.111110000011111,-0.22222111111666662,0.0,0.0,0.0,0.0,0.333330000033333,0.333330000033333,-0.19999800001999982,0.0,0.0,0.0
Eisenbergiella_tayi,0.22222111111666662,0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Erysipelatoclostridium_ramosum,0.111110000011111,0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,-0.333330000033333,-0.333330000033333,0.19999800001999982,0.0,0.4999983333388889,0.4999983333388889
Eisenbergiella_massiliensis,0.111110000011111,0.111110000011111,0.0,0.0,0.0,0.0,0.0,0.0,-0.19999800001999982,-0.19999800001999982,0.0,0.0
Streptococcus_sp_A12,0.0,-0.111110000011111,0.49999750001249993,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1666650000166665
Dielma_fastidiosa,0.111110000011111,0.111110000011111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Streptococcus_sanguinis,0.111110000011111,0.111110000011111,0.0,0.0,0.333330000033333,0.333330000033333,0.0,0.0,0.0,0.0,0.0,0.0
Megasphaera_elsdenii,0.0,0.0,0.24999750002499976,0.24999750002499976,0.0,0.0,0.333330000033333,0.333330000033333,0.0,0.0,0.1666650000166665,0.1666650000166665
Streptococcus_anginosus_group,0.111110000011111,0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665
Rothia_mucilaginosa,0.0,0.111110000011111,0.49999750001249993,0.49999750001249993,0.333330000033333,0.333330000033333,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia_coli,0.22222111111666662,0.0,0.49999750001249993,0.49999750001249993,0.0,0.0,-0.333330000033333,-0.333330000033333,0.0,0.0,0.3333316666749999,0.1666650000166665
Clostridium_lavalense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333316666749999,0.3333316666749999
Streptococcus_mitis,0.111110000011111,0.111110000011111,0.49999750001249993,0.49999750001249993,0.0,0.0,0.0,0.0,0.0,0.0,0.1666650000166665,0.1666650000166665
Streptococcus_oralis,0.3333322222259259,0.3333322222259259,0.49999750001249993,0.49999750001249993,0.0,0.0,-0.333330000033333,-0.333330000033333,0.0,0.0,0.0,0.1666650000166665
Blautia_sp_CAG_257,0.111110000011111,0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.19999800001999982,0.19999800001999982,0.4999983333388889,0.4999983333388889
Actinomyces_sp_HMSC035G02,0.111110000011111,0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_innocuum,0.22222111111666662,0.22222111111666662,0.49999750001249993,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.3333316666749999,0.0
Streptococcus_vestibularis,0.0,0.0,0.49999750001249993,0.49999750001249993,0.0,0.0,0.0,0.0,0.0,0.0,0.3333316666749999,0.3333316666749999
Streptococcus_gordonii,0.0,0.0,0.49999750001249993,0.24999750002499976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_bolteae_CAG_59,0.111110000011111,0.111110000011111,0.24999750002499976,0.24999750002499976,0.0,0.0,0.0,0.0,0.19999800001999982,0.19999800001999982,0.0,0.0
Bifidobacterium_dentium,0.111110000011111,0.111110000011111,0.49999750001249993,0.49999750001249993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
