Species,Drug,Estimate,Pvalue,Cohort
Phascolarctobacterium_succinatutens,Metoprolol,0.0007998912867960449,0.5705777201403262,MetaCardis
Phascolarctobacterium_succinatutens,Atorvastatin,0.001072325375025063,0.4153221084859474,MetaCardis
Phascolarctobacterium_succinatutens,Bisoprolol,0.0006677592522447997,0.6397555850792312,MetaCardis
Phascolarctobacterium_succinatutens,Apixaban,-0.008350349330673724,0.3506486228627288,MetaCardis
Phascolarctobacterium_succinatutens,Amlodipine,-0.00040124400385019353,0.7520121001514751,MetaCardis
Phascolarctobacterium_succinatutens,Furosemide,-0.0011898654930739645,0.5908334957121071,MetaCardis
Phascolarctobacterium_succinatutens,Enalapril,0.0008435066077090837,0.6882657643420272,MetaCardis
Phascolarctobacterium_succinatutens,Vildagliptin,0.003016549732173001,0.4554554692112075,MetaCardis
Phascolarctobacterium_succinatutens,Carvedilol,0.0005986743044360816,0.8589005657692682,MetaCardis
Phascolarctobacterium_succinatutens,Nifedipine,-0.004917485777809942,0.5223208921987652,MetaCardis
Phascolarctobacterium_succinatutens,Warfarin,-0.00351100804624824,0.2818262752739523,MetaCardis
Phascolarctobacterium_succinatutens,Rivaroxaban,0.017124901204068357,0.004955352809868571,MetaCardis
Phascolarctobacterium_succinatutens,Rosuvastatin,-1.600488920158749e-05,0.9924078246744541,MetaCardis
Phascolarctobacterium_succinatutens,Olmesartan,0.0031046623044669736,0.31180166420019956,MetaCardis
Phascolarctobacterium_succinatutens,Esomeprazole,0.0012225326199152464,0.5580678851768106,MetaCardis
Phascolarctobacterium_succinatutens,Metformin,0.0026235280952623774,0.02315046236098501,MetaCardis
Phascolarctobacterium_succinatutens,Prasugrel,0.00034861907790562807,0.9098375533239522,MetaCardis
Phascolarctobacterium_succinatutens,Lansoprazole,0.0003051680336359765,0.9211632909687075,MetaCardis
Phascolarctobacterium_succinatutens,Omeprazole,-0.0007438647060370313,0.7405493743079705,MetaCardis
Phascolarctobacterium_succinatutens,Diltiazem,-0.0026206461626790307,0.6563625686459414,MetaCardis
Phascolarctobacterium_succinatutens,Aspirin,-0.0008621511771207932,0.4377877941144803,MetaCardis
Phascolarctobacterium_succinatutens,Rabeprazole,-0.005521409518021885,0.4150941582373242,MetaCardis
Phascolarctobacterium_succinatutens,Clopidogrel,-0.0006159763290170413,0.7733895745556664,MetaCardis
Bifidobacterium_pseudocatenulatum,Liraglutide,0.0007663321029912867,0.32026149202003046,MetaCardis
Bifidobacterium_pseudocatenulatum,Irbesartan,3.0670738186612697e-05,0.9636198534347309,MetaCardis
Bifidobacterium_pseudocatenulatum,Gliclazide,0.003253666520411088,2.4932405939532287e-06,MetaCardis
Bifidobacterium_pseudocatenulatum,Fluvastatin,-0.0003320299111427372,0.8303814136273502,MetaCardis
Bifidobacterium_pseudocatenulatum,Sitagliptin,-3.6640348175605804e-07,0.9994840013203374,MetaCardis
Bifidobacterium_pseudocatenulatum,Torasemide,-0.0005924330414210823,0.4912431431187767,MetaCardis
Bifidobacterium_pseudocatenulatum,Pravastatin,6.543886874105703e-05,0.939647764122336,MetaCardis
Bifidobacterium_pseudocatenulatum,Azilsartan,0.0006409307671673622,0.9074880701893915,MetaCardis
Bifidobacterium_pseudocatenulatum,Acarbose,-0.0007091395031015098,0.855782418779155,MetaCardis
Bifidobacterium_pseudocatenulatum,Alogliptin,0.0003769476467446835,0.9462664824882278,MetaCardis
Bifidobacterium_pseudocatenulatum,Indapamide,-0.00023562189193868018,0.7446416894536039,MetaCardis
Bifidobacterium_pseudocatenulatum,Repaglinide,0.0007098670934675975,0.6779235992756117,MetaCardis
Bifidobacterium_pseudocatenulatum,Glibenclamide,-0.0001228388590946804,0.937388988721184,MetaCardis
Bifidobacterium_pseudocatenulatum,Atenolol,-0.000448722875454776,0.5999852402411701,MetaCardis
Bifidobacterium_pseudocatenulatum,Fenofibrate,0.0006947763673607011,0.4714372083300101,MetaCardis
Bifidobacterium_pseudocatenulatum,Verapamil,0.0005220628723451911,0.5926488516233921,MetaCardis
Bifidobacterium_pseudocatenulatum,Allopurinol,-0.000520274314003214,0.39555496099552256,MetaCardis
Bifidobacterium_pseudocatenulatum,Dapagliflozin,-0.0009267674062680199,0.6000475722819889,MetaCardis
Bifidobacterium_pseudocatenulatum,Amiodarone,-0.0006731272839408944,0.6411876853749687,MetaCardis
Bifidobacterium_pseudocatenulatum,Metoprolol,0.0001780060440423202,0.6504339289639358,MetaCardis
Bifidobacterium_pseudocatenulatum,Atorvastatin,5.02189498482435e-05,0.8910606995907444,MetaCardis
Bifidobacterium_pseudocatenulatum,Bisoprolol,0.0004274210539708323,0.2821827820895891,MetaCardis
Bifidobacterium_pseudocatenulatum,Apixaban,-2.934572784890491e-05,0.9906038215093426,MetaCardis
Bifidobacterium_pseudocatenulatum,Amlodipine,0.0004712221436619786,0.1828489905494727,MetaCardis
Bifidobacterium_pseudocatenulatum,Furosemide,-0.00010846429562671501,0.8603335865705005,MetaCardis
Bifidobacterium_pseudocatenulatum,Enalapril,0.0010076169711316506,0.0854129758979087,MetaCardis
Bifidobacterium_pseudocatenulatum,Vildagliptin,-0.0008787853844087164,0.4350488793694035,MetaCardis
Bifidobacterium_pseudocatenulatum,Carvedilol,-0.0005580529986513295,0.5519111297153904,MetaCardis
Bifidobacterium_pseudocatenulatum,Nifedipine,-0.0007325364077302665,0.7322302171381794,MetaCardis
Bifidobacterium_pseudocatenulatum,Warfarin,-0.0005014989213011186,0.5809948586210628,MetaCardis
Bifidobacterium_pseudocatenulatum,Rivaroxaban,0.0002553282465678533,0.8803445415228628,MetaCardis
Bifidobacterium_pseudocatenulatum,Rosuvastatin,0.0002778857618321296,0.5531074739425735,MetaCardis
Bifidobacterium_pseudocatenulatum,Olmesartan,7.497367480438987e-05,0.930116687969168,MetaCardis
Bifidobacterium_pseudocatenulatum,Esomeprazole,0.0001837932407353587,0.7519010933760586,MetaCardis
Bifidobacterium_pseudocatenulatum,Metformin,3.708170443565131e-06,0.9908007710370633,MetaCardis
Bifidobacterium_pseudocatenulatum,Prasugrel,-0.00015401219216612235,0.8574617809947449,MetaCardis
Bifidobacterium_pseudocatenulatum,Lansoprazole,-0.0005514547752077709,0.5208545438730505,MetaCardis
Bifidobacterium_pseudocatenulatum,Omeprazole,0.0009524576587984335,0.1280666712713846,MetaCardis
Bifidobacterium_pseudocatenulatum,Diltiazem,-0.00048690585744417213,0.7666270416628659,MetaCardis
Bifidobacterium_pseudocatenulatum,Aspirin,-0.0006360635893059702,0.039938539687037894,MetaCardis
Bifidobacterium_pseudocatenulatum,Rabeprazole,0.0008991861188904233,0.6337189585206213,MetaCardis
Bifidobacterium_pseudocatenulatum,Clopidogrel,-0.0005984061485448016,0.31530156695264877,MetaCardis
Alistipes_indistinctus,Liraglutide,0.0007618423592209064,0.07266933646247557,MetaCardis
Alistipes_indistinctus,Irbesartan,4.948874736215427e-05,0.8936232268241605,MetaCardis
Alistipes_indistinctus,Gliclazide,-1.62423878182934e-05,0.96585389990042,MetaCardis
Alistipes_indistinctus,Fluvastatin,-0.0009007746740099996,0.2910639166498122,MetaCardis
Alistipes_indistinctus,Sitagliptin,-8.493642834487868e-05,0.7853262826193259,MetaCardis
Alistipes_indistinctus,Torasemide,-0.00047442558899130115,0.3165904016354894,MetaCardis
Alistipes_indistinctus,Pravastatin,-0.0002782512507169181,0.5586009658390076,MetaCardis
Alistipes_indistinctus,Azilsartan,0.019653111063994203,1.1478272517272203e-10,MetaCardis
Alistipes_indistinctus,Acarbose,-0.0008963331247519976,0.6763959110167495,MetaCardis
Alistipes_indistinctus,Alogliptin,-0.0005919994176907335,0.8474945918519948,MetaCardis
Alistipes_indistinctus,Indapamide,-0.0002763374846647234,0.48765682271930655,MetaCardis
Alistipes_indistinctus,Repaglinide,-0.00046286546879567754,0.6227092752704907,MetaCardis
Alistipes_indistinctus,Glibenclamide,-0.00011219882618884605,0.8962797505650073,MetaCardis
Alistipes_indistinctus,Atenolol,0.00017246995994884786,0.7141862187048322,MetaCardis
Alistipes_indistinctus,Fenofibrate,-0.0007879181170911301,0.13791160058691868,MetaCardis
Alistipes_indistinctus,Verapamil,0.00017943267116072025,0.7382993243916691,MetaCardis
Alistipes_indistinctus,Allopurinol,0.00010438494022109176,0.7567654701894979,MetaCardis
Alistipes_indistinctus,Dapagliflozin,-0.0005556288283825525,0.5678881774040196,MetaCardis
Alistipes_indistinctus,Amiodarone,0.0007232707898531354,0.3629334568073076,MetaCardis
Alistipes_indistinctus,Metoprolol,-0.00018683095652283902,0.3875117422940627,MetaCardis
Alistipes_indistinctus,Atorvastatin,0.0002830706843426202,0.1607862454278789,MetaCardis
Alistipes_indistinctus,Bisoprolol,-0.0001542658109948159,0.4806288693036188,MetaCardis
Alistipes_indistinctus,Apixaban,-0.0009490682662475843,0.4889484740931903,MetaCardis
Alistipes_indistinctus,Amlodipine,-0.0002733621291323285,0.16032373377479026,MetaCardis
Alistipes_indistinctus,Furosemide,0.0004749119050811473,0.16166658945613266,MetaCardis
Alistipes_indistinctus,Enalapril,9.955319476279606e-05,0.7574131325014986,MetaCardis
Alistipes_indistinctus,Vildagliptin,0.0003609518036184361,0.5601902831604851,MetaCardis
Alistipes_indistinctus,Carvedilol,-0.0004180369155598065,0.418126144314955,MetaCardis
Alistipes_indistinctus,Nifedipine,-0.0008214760041910648,0.4857136473400845,MetaCardis
Alistipes_indistinctus,Warfarin,0.0002739620366635402,0.5838056124432753,MetaCardis
Alistipes_indistinctus,Rivaroxaban,-0.0010112746020863957,0.27873937936885396,MetaCardis
Alistipes_indistinctus,Rosuvastatin,-0.00039140558270111885,0.1291218455015788,MetaCardis
Alistipes_indistinctus,Olmesartan,-0.00041071605846140313,0.38275398989084,MetaCardis
Alistipes_indistinctus,Esomeprazole,0.0003213999784518551,0.31520616504519616,MetaCardis
Alistipes_indistinctus,Metformin,0.0002579908956864647,0.14506814973474752,MetaCardis
Alistipes_indistinctus,Prasugrel,-0.0006207166726904714,0.18851072505043154,MetaCardis
Alistipes_indistinctus,Lansoprazole,-0.0002779318679093219,0.5565762299815336,MetaCardis
Alistipes_indistinctus,Omeprazole,0.000509671373893684,0.1389817121471038,MetaCardis
Alistipes_indistinctus,Diltiazem,-5.6621900750996386e-05,0.9499976166989929,MetaCardis
Alistipes_indistinctus,Aspirin,0.00012114430945866902,0.4769549526852309,MetaCardis
Alistipes_indistinctus,Rabeprazole,-1.7934038019966727e-05,0.9862227567888501,MetaCardis
Alistipes_indistinctus,Clopidogrel,-0.0003012339974659495,0.35837684708488804,MetaCardis
Bacteroides_caccae,Liraglutide,0.0003412501594929197,0.8926149773432459,MetaCardis
Bacteroides_caccae,Irbesartan,0.0015477663650097923,0.48271362032940834,MetaCardis
Bacteroides_caccae,Gliclazide,0.0017703587924923457,0.43354074597834513,MetaCardis
Bacteroides_caccae,Fluvastatin,-0.0020989988076392774,0.6796114127490697,MetaCardis
Bacteroides_caccae,Sitagliptin,-0.0016062851931275767,0.38726771429804996,MetaCardis
Bacteroides_caccae,Torasemide,-0.00435830008198076,0.12257885620868876,MetaCardis
Bacteroides_caccae,Pravastatin,0.0014799123356618793,0.6015407599813845,MetaCardis
Bacteroides_caccae,Azilsartan,-0.013142030453618673,0.46743418666481784,MetaCardis
Bacteroides_caccae,Acarbose,-0.0032469834222825554,0.7996553275599615,MetaCardis
Bacteroides_caccae,Alogliptin,0.03258842999942854,0.07566655839872681,MetaCardis
Bacteroides_caccae,Indapamide,-0.0027259590023533875,0.250520918132963,MetaCardis
Bacteroides_caccae,Repaglinide,0.004289316208098061,0.44410369758182255,MetaCardis
Bacteroides_caccae,Glibenclamide,-0.005725461693607131,0.26422396241330426,MetaCardis
Bacteroides_caccae,Atenolol,-0.003684531568381148,0.1891595090286375,MetaCardis
Bacteroides_caccae,Fenofibrate,-0.00018114801521688332,0.9543329896907036,MetaCardis
Bacteroides_caccae,Verapamil,-0.004391536411611092,0.1699741989017817,MetaCardis
Bacteroides_caccae,Allopurinol,-0.00019872932879565273,0.9211556726024749,MetaCardis
Bacteroides_caccae,Dapagliflozin,-0.0064121823134614805,0.26860275837578834,MetaCardis
Bacteroides_caccae,Amiodarone,0.0023677613012343278,0.6171070217963528,MetaCardis
Bacteroides_caccae,Metoprolol,-0.0020640221819076894,0.1091316285571918,MetaCardis
Bacteroides_caccae,Atorvastatin,0.0024380100037786705,0.04266387508084959,MetaCardis
Bacteroides_caccae,Bisoprolol,-3.692480430195829e-05,0.977392736784649,MetaCardis
Bacteroides_caccae,Apixaban,-0.002049091141857236,0.8019792499358366,MetaCardis
Bacteroides_caccae,Amlodipine,-0.0012068658128273906,0.2980994164436137,MetaCardis
Bacteroides_caccae,Furosemide,0.0025452028633639627,0.20803432927857154,MetaCardis
Bacteroides_caccae,Enalapril,-0.0018322237105559205,0.34002465156645245,MetaCardis
Bacteroides_caccae,Vildagliptin,0.00522835560360332,0.1567349353006516,MetaCardis
Bacteroides_caccae,Carvedilol,-0.004776665651754735,0.12051181420781064,MetaCardis
Bacteroides_caccae,Nifedipine,-0.002757015457360756,0.6945101329850872,MetaCardis
Bacteroides_caccae,Warfarin,0.006525544256952264,0.028578294259836167,MetaCardis
Bacteroides_caccae,Rivaroxaban,0.00826560194477366,0.1373186715080854,MetaCardis
Bacteroides_caccae,Rosuvastatin,5.096516326320909e-05,0.9735340117587379,MetaCardis
Bacteroides_caccae,Olmesartan,-0.0020264886806913,0.4697488101154228,MetaCardis
Bacteroides_caccae,Esomeprazole,0.0015821461892186002,0.40659067432216434,MetaCardis
Bacteroides_caccae,Metformin,0.005096101383702633,1.430944420091345e-06,MetaCardis
Bacteroides_caccae,Prasugrel,0.0022996489661508464,0.4134491799285105,MetaCardis
Bacteroides_caccae,Lansoprazole,0.0005914953261788639,0.8336440315591559,MetaCardis
Bacteroides_caccae,Omeprazole,0.00014844547477512848,0.9423224838900264,MetaCardis
Bacteroides_caccae,Diltiazem,0.005324641842356451,0.3222993979083524,MetaCardis
Bacteroides_caccae,Aspirin,-0.000838000716617541,0.408937332528999,MetaCardis
Bacteroides_caccae,Rabeprazole,-0.005240166445330253,0.3970811577103611,MetaCardis
Bacteroides_caccae,Clopidogrel,1.4592034240015457e-05,0.9940409913264301,MetaCardis
Streptococcus_thermophilus,Liraglutide,-0.00020444807616948395,0.34597591114081794,MetaCardis
Streptococcus_thermophilus,Irbesartan,0.0002442459757983853,0.1968071914479466,MetaCardis
Streptococcus_thermophilus,Gliclazide,-7.60365068080735e-05,0.6950624286269969,MetaCardis
Streptococcus_thermophilus,Fluvastatin,0.00019434404291777442,0.6558785950810179,MetaCardis
Streptococcus_thermophilus,Sitagliptin,-0.00017113417395857859,0.28309699605354843,MetaCardis
Streptococcus_thermophilus,Torasemide,0.0002266046906875322,0.3494310553714587,MetaCardis
Streptococcus_thermophilus,Pravastatin,-0.00023175276225797316,0.3406491960501228,MetaCardis
Streptococcus_thermophilus,Azilsartan,-0.0005183672531461517,0.7383601027657731,MetaCardis
Streptococcus_thermophilus,Acarbose,0.00035541929452853415,0.7461364472680474,MetaCardis
Streptococcus_thermophilus,Alogliptin,0.0002994241935822484,0.8491003945774677,MetaCardis
Streptococcus_thermophilus,Indapamide,-0.00022707904538248243,0.26463804052707424,MetaCardis
Streptococcus_thermophilus,Repaglinide,4.397293636806939e-05,0.9271490757475163,MetaCardis
Streptococcus_thermophilus,Glibenclamide,-0.0004094692968178058,0.35210033785998207,MetaCardis
Streptococcus_thermophilus,Atenolol,-4.423808921876596e-05,0.854207494229581,MetaCardis
Streptococcus_thermophilus,Fenofibrate,-0.00019525928310409153,0.4719572030066834,MetaCardis
Streptococcus_thermophilus,Verapamil,-0.00023629244644778004,0.3894762387332149,MetaCardis
Streptococcus_thermophilus,Allopurinol,-2.6026751540439918e-05,0.8799279769367804,MetaCardis
Streptococcus_thermophilus,Dapagliflozin,-5.613732848746254e-05,0.9101244156669624,MetaCardis
Streptococcus_thermophilus,Amiodarone,-0.00015935757012473385,0.6949660057219054,MetaCardis
Streptococcus_thermophilus,Metoprolol,-0.00019304858128596972,0.08078831557409111,MetaCardis
Streptococcus_thermophilus,Atorvastatin,7.72931762225966e-05,0.45376230043917265,MetaCardis
Streptococcus_thermophilus,Bisoprolol,-0.00011792307439204552,0.2916498603474373,MetaCardis
Streptococcus_thermophilus,Apixaban,0.00017682977710868218,0.8008830953515597,MetaCardis
Streptococcus_thermophilus,Amlodipine,8.961849110321747e-05,0.3678857842852523,MetaCardis
Streptococcus_thermophilus,Furosemide,0.00024043714229125292,0.16576930316583988,MetaCardis
Streptococcus_thermophilus,Enalapril,-9.284445606827762e-05,0.5731239399726673,MetaCardis
Streptococcus_thermophilus,Vildagliptin,-0.00015458795781980148,0.6255245177562633,MetaCardis
Streptococcus_thermophilus,Carvedilol,-0.00014397827608438483,0.585412964325504,MetaCardis
Streptococcus_thermophilus,Nifedipine,-0.00021372341472045709,0.7227441178094627,MetaCardis
Streptococcus_thermophilus,Warfarin,-0.00023348455512416382,0.36112908137561694,MetaCardis
Streptococcus_thermophilus,Rivaroxaban,0.0010479540869253292,0.028184063288830604,MetaCardis
Streptococcus_thermophilus,Rosuvastatin,5.698024912841195e-05,0.6655671890834683,MetaCardis
Streptococcus_thermophilus,Olmesartan,0.0006255724625286844,0.009354857532464837,MetaCardis
Streptococcus_thermophilus,Esomeprazole,8.984132111996789e-05,0.5828670828984359,MetaCardis
Streptococcus_thermophilus,Metformin,-6.249935478073402e-05,0.4898047221638272,MetaCardis
